file_number,temperature_K,pressure_bar,number_wave_pts,delta_wavenumber,start_wavenumber
996,1400.0,30.0,255711,0.14966172617,30.0
997,1400.0,100.0,76714,0.49887242058,30.0
998,1400.0,300.0,76541,0.5,30.0
999,1400.0,1000.0,76541,0.5,30.0
1000,1400.0,3000.0,76541,0.5,30.0
1001,1500.0,1e-06,2442181,0.0156704256,30.0
1002,1500.0,3e-06,2442181,0.0156704256,30.0
1003,1500.0,1e-05,2442181,0.0156704256,30.0
1004,1500.0,3e-05,2442181,0.0156704256,30.0
1005,1500.0,0.0001,2442181,0.0156704256,30.0
1006,1500.0,0.0003,2442181,0.0156704256,30.0
1007,1500.0,0.001,2442181,0.0156704256,30.0
1008,1500.0,0.003,2442181,0.0156704256,30.0
1009,1500.0,0.01,2442181,0.0156704256,30.0
1010,1500.0,0.03,2442181,0.0156704256,30.0
1011,1500.0,0.1,2442181,0.0156704256,30.0
1012,1500.0,0.3,2442181,0.0156704256,30.0
1013,1500.0,1.0,2442181,0.0156704256,30.0
1014,1500.0,3.0,2442181,0.0156704256,30.0
1015,1500.0,10.0,805089,0.04753517628000001,30.0
1016,1500.0,30.0,268364,0.14260535171,30.0
1017,1500.0,100.0,80510,0.47535058192,30.0
1018,1500.0,300.0,76541,0.5,30.0
1019,1500.0,1000.0,76541,0.5,30.0
1020,1500.0,3000.0,76541,0.5,30.0
1021,1600.0,1e-06,2364631,0.016184350190000002,30.0
1022,1600.0,3e-06,2364631,0.016184350190000002,30.0
1023,1600.0,1e-05,2364631,0.016184350190000002,30.0
1024,1600.0,3e-05,2364631,0.016184350190000002,30.0
1025,1600.0,0.0001,2364631,0.016184350190000002,30.0
1026,1600.0,0.0003,2364631,0.016184350190000002,30.0
1027,1600.0,0.001,2364631,0.016184350190000002,30.0
1028,1600.0,0.003,2364631,0.016184350190000002,30.0
1029,1600.0,0.01,2364631,0.016184350190000002,30.0
1030,1600.0,0.03,2364631,0.016184350190000002,30.0
1031,1600.0,0.1,2364631,0.016184350190000002,30.0
1032,1600.0,0.3,2364631,0.016184350190000002,30.0
1033,1600.0,1.0,2364631,0.016184350190000002,30.0
1034,1600.0,3.0,2364631,0.016184350190000002,30.0
1035,1600.0,10.0,842295,0.04543544178,30.0
1036,1600.0,30.0,280766,0.13630616352,30.0
1037,1600.0,100.0,84230,0.45435657553000003,30.0
1038,1600.0,300.0,76541,0.5,30.0
1039,1600.0,1000.0,76541,0.5,30.0
1040,1600.0,3000.0,76541,0.5,30.0
1041,1700.0,1e-06,2294029,0.016682446769999998,30.0
1042,1700.0,3e-06,2294029,0.016682446769999998,30.0
1043,1700.0,1e-05,2294029,0.016682446769999998,30.0
1044,1700.0,3e-05,2294029,0.016682446769999998,30.0
1045,1700.0,0.0001,2294029,0.016682446769999998,30.0
1046,1700.0,0.0003,2294029,0.016682446769999998,30.0
1047,1700.0,0.001,2294029,0.016682446769999998,30.0
1048,1700.0,0.003,2294029,0.016682446769999998,30.0
1049,1700.0,0.01,2294029,0.016682446769999998,30.0
1050,1700.0,0.03,2294029,0.016682446769999998,30.0
1051,1700.0,0.1,2294029,0.016682446769999998,30.0
1052,1700.0,0.3,2294029,0.016682446769999998,30.0
1053,1700.0,1.0,2294029,0.016682446769999998,30.0
1054,1700.0,3.0,2294029,0.016682446769999998,30.0
1055,1700.0,10.0,878809,0.0435476236,30.0
1056,1700.0,30.0,292937,0.1306428708,30.0
1057,1700.0,100.0,87882,0.43547524493,30.0
1058,1700.0,300.0,76541,0.5,30.0
1059,1700.0,1000.0,76541,0.5,30.0
1060,1700.0,3000.0,76541,0.5,30.0
1061,1800.0,1e-06,2229396,0.01716609215,30.0
1062,1800.0,3e-06,2229396,0.01716609215,30.0
1063,1800.0,1e-05,2229396,0.01716609215,30.0
1064,1800.0,3e-05,2229396,0.01716609215,30.0
1065,1800.0,0.0001,2229396,0.01716609215,30.0
1066,1800.0,0.0003,2229396,0.01716609215,30.0
1067,1800.0,0.001,2229396,0.01716609215,30.0
1068,1800.0,0.003,2229396,0.01716609215,30.0
1069,1800.0,0.01,2229396,0.01716609215,30.0
1070,1800.0,0.03,2229396,0.01716609215,30.0
1071,1800.0,0.1,2229396,0.01716609215,30.0
1072,1800.0,0.3,2229396,0.01716609215,30.0
1073,1800.0,1.0,2229396,0.01716609215,30.0
1074,1800.0,3.0,2229396,0.01716609215,30.0
1075,1800.0,10.0,914684,0.04183963187,30.0
1076,1800.0,30.0,304895,0.12551903284000002,30.0
1077,1800.0,100.0,91469,0.418397691,30.0
1078,1800.0,300.0,76541,0.5,30.0
1079,1800.0,1000.0,76541,0.5,30.0
1080,1800.0,3000.0,76541,0.5,30.0
1081,1900.0,1e-06,2169934,0.01763648924,30.0
1082,1900.0,3e-06,2169934,0.01763648924,30.0
1083,1900.0,1e-05,2169934,0.01763648924,30.0
1084,1900.0,3e-05,2169934,0.01763648924,30.0
1085,1900.0,0.0001,2169934,0.01763648924,30.0
1086,1900.0,0.0003,2169934,0.01763648924,30.0
1087,1900.0,0.001,2169934,0.01763648924,30.0
1088,1900.0,0.003,2169934,0.01763648924,30.0
1089,1900.0,0.01,2169934,0.01763648924,30.0
1090,1900.0,0.03,2169934,0.01763648924,30.0
1091,1900.0,0.1,2169934,0.01763648924,30.0
1092,1900.0,0.3,2169934,0.01763648924,30.0
1093,1900.0,1.0,2169934,0.01763648924,30.0
1094,1900.0,3.0,2169934,0.01763648924,30.0
1095,1900.0,10.0,949965,0.04028573714,30.0
1096,1900.0,30.0,316656,0.12085708420999998,30.0
1097,1900.0,100.0,94997,0.40285906774999997,30.0
1098,1900.0,300.0,76541,0.5,30.0
1099,1900.0,1000.0,76541,0.5,30.0
1100,1900.0,3000.0,76541,0.5,30.0
1101,2000.0,1e-06,2114991,0.0180946482,30.0
1102,2000.0,3e-06,2114991,0.0180946482,30.0
1103,2000.0,1e-05,2114991,0.0180946482,30.0
1104,2000.0,3e-05,2114991,0.0180946482,30.0
1105,2000.0,0.0001,2114991,0.0180946482,30.0
1106,2000.0,0.0003,2114991,0.0180946482,30.0
1107,2000.0,0.001,2114991,0.0180946482,30.0
1108,2000.0,0.003,2114991,0.0180946482,30.0
1109,2000.0,0.01,2114991,0.0180946482,30.0
1110,2000.0,0.03,2114991,0.0180946482,30.0
1111,2000.0,0.1,2114991,0.0180946482,30.0
1112,2000.0,0.3,2114991,0.0180946482,30.0
1113,2000.0,1.0,2114991,0.0180946482,30.0
1114,2000.0,3.0,2114991,0.0180946482,30.0
1115,2000.0,10.0,984693,0.03886494457,30.0
1116,2000.0,30.0,328232,0.11659471531,30.0
1117,2000.0,100.0,98470,0.38865023509999996,30.0
1118,2000.0,300.0,76541,0.5,30.0
1119,2000.0,1000.0,76541,0.5,30.0
1120,2000.0,3000.0,76541,0.5,30.0
1121,2100.0,1e-06,10921760,0.0035040143299999997,30.0
1122,2100.0,3e-06,10921760,0.0035040143299999997,30.0
1123,2100.0,1e-05,10921760,0.0035040143299999997,30.0
1124,2100.0,3e-05,10921760,0.0035040143299999997,30.0
1125,2100.0,0.0001,10921760,0.0035040143299999997,30.0
1126,2100.0,0.0003,10921760,0.0035040143299999997,30.0
1127,2100.0,0.001,10921760,0.0035040143299999997,30.0
1128,2100.0,0.003,10921760,0.0035040143299999997,30.0
1129,2100.0,0.01,10921760,0.0035040143299999997,30.0
1130,2100.0,0.03,10921760,0.0035040143299999997,30.0
1131,2100.0,0.1,9888321,0.00387022265,30.0
1132,2100.0,0.3,6549067,0.005843581360000001,30.0
1133,2100.0,1.0,3944477,0.0097021759,30.0
1134,2100.0,3.0,2527897,0.015139072180000001,30.0
1135,2100.0,10.0,1495524,0.025589710090000002,30.0
1136,2100.0,30.0,533214,0.07177244366,30.0
1137,2100.0,100.0,159965,0.2392413293,30.0
1138,2100.0,300.0,76541,0.5,30.0
1139,2100.0,1000.0,76541,0.5,30.0
1140,2100.0,3000.0,76541,0.5,30.0
1141,2200.0,1e-06,10921760,0.0035040143299999997,30.0
1142,2200.0,3e-06,10921760,0.0035040143299999997,30.0
1143,2200.0,1e-05,10921760,0.0035040143299999997,30.0
1144,2200.0,3e-05,10921760,0.0035040143299999997,30.0
1145,2200.0,0.0001,10921760,0.0035040143299999997,30.0
1146,2200.0,0.0003,10921760,0.0035040143299999997,30.0
1147,2200.0,0.001,10921760,0.0035040143299999997,30.0
1148,2200.0,0.003,10921760,0.0035040143299999997,30.0
1149,2200.0,0.01,10921760,0.0035040143299999997,30.0
1150,2200.0,0.03,10921760,0.0035040143299999997,30.0
1151,2200.0,0.1,9888321,0.00387022265,30.0
1152,2200.0,0.3,6549067,0.005843581360000001,30.0
1153,2200.0,1.0,3944477,0.0097021759,30.0
1154,2200.0,3.0,2527897,0.015139072180000001,30.0
1155,2200.0,10.0,1495524,0.025589710090000002,30.0
1156,2200.0,30.0,533214,0.07177244366,30.0
1157,2200.0,100.0,159965,0.2392413293,30.0
1158,2200.0,300.0,76541,0.5,30.0
1159,2200.0,1000.0,76541,0.5,30.0
1160,2200.0,3000.0,76541,0.5,30.0
1161,2300.0,1e-06,1972239,0.019404351809999998,30.0
1162,2300.0,3e-06,1972239,0.019404351809999998,30.0
1163,2300.0,1e-05,1972239,0.019404351809999998,30.0
1164,2300.0,3e-05,1972239,0.019404351809999998,30.0
1165,2300.0,0.0001,1972239,0.019404351809999998,30.0
1166,2300.0,0.0003,1972239,0.019404351809999998,30.0
1167,2300.0,0.001,1972239,0.019404351809999998,30.0
1168,2300.0,0.003,1972239,0.019404351809999998,30.0
1169,2300.0,0.01,1972239,0.019404351809999998,30.0
1170,2300.0,0.03,1972239,0.019404351809999998,30.0
1171,2300.0,0.1,1972239,0.019404351809999998,30.0
1172,2300.0,0.3,1972239,0.019404351809999998,30.0
1173,2300.0,1.0,1972239,0.019404351809999998,30.0
1174,2300.0,3.0,1972239,0.019404351809999998,30.0
1175,2300.0,10.0,1085899,0.03524272077,30.0
1176,2300.0,30.0,361967,0.10572816231000001,30.0
1177,2300.0,100.0,108591,0.35242655861,30.0
1178,2300.0,300.0,76541,0.5,30.0
1179,2300.0,1000.0,76541,0.5,30.0
1180,2300.0,3000.0,76541,0.5,30.0
1181,2400.0,1e-06,10921760,0.0035040143299999997,30.0
1182,2400.0,3e-06,10921760,0.0035040143299999997,30.0
1183,2400.0,1e-05,10921760,0.0035040143299999997,30.0
1184,2400.0,3e-05,10921760,0.0035040143299999997,30.0
1185,2400.0,0.0001,10921760,0.0035040143299999997,30.0
1186,2400.0,0.0003,10921760,0.0035040143299999997,30.0
1187,2400.0,0.001,10921760,0.0035040143299999997,30.0
1188,2400.0,0.003,10921760,0.0035040143299999997,30.0
1189,2400.0,0.01,10921760,0.0035040143299999997,30.0
1190,2400.0,0.03,10921760,0.0035040143299999997,30.0
1191,2400.0,0.1,9888321,0.00387022265,30.0
1192,2400.0,0.3,6549067,0.005843581360000001,30.0
1193,2400.0,1.0,3944477,0.0097021759,30.0
1194,2400.0,3.0,2527897,0.015139072180000001,30.0
1195,2400.0,10.0,1495524,0.025589710090000002,30.0
1196,2400.0,30.0,533214,0.07177244366,30.0
1197,2400.0,100.0,159965,0.2392413293,30.0
1198,2400.0,300.0,76541,0.5,30.0
1199,2400.0,1000.0,76541,0.5,30.0
1200,2400.0,3000.0,76541,0.5,30.0
1201,2500.0,1e-06,10921760,0.0035040143299999997,30.0
1202,2500.0,3e-06,10921760,0.0035040143299999997,30.0
1203,2500.0,1e-05,10921760,0.0035040143299999997,30.0
1204,2500.0,3e-05,10921760,0.0035040143299999997,30.0
1205,2500.0,0.0001,10921760,0.0035040143299999997,30.0
1206,2500.0,0.0003,10921760,0.0035040143299999997,30.0
1207,2500.0,0.001,10921760,0.0035040143299999997,30.0
1208,2500.0,0.003,10921760,0.0035040143299999997,30.0
1209,2500.0,0.01,10921760,0.0035040143299999997,30.0
1210,2500.0,0.03,10921760,0.0035040143299999997,30.0
1211,2500.0,0.1,9888321,0.00387022265,30.0
1212,2500.0,0.3,6549067,0.005843581360000001,30.0
1213,2500.0,1.0,3944477,0.0097021759,30.0
1214,2500.0,3.0,2527897,0.015139072180000001,30.0
1215,2500.0,10.0,1495524,0.025589710090000002,30.0
1216,2500.0,30.0,533214,0.07177244366,30.0
1217,2500.0,100.0,159965,0.2392413293,30.0
1218,2500.0,300.0,76541,0.5,30.0
1219,2500.0,1000.0,76541,0.5,30.0
1220,2500.0,3000.0,76541,0.5,30.0
1221,2600.0,1e-06,1854970,0.02063107254,30.0
1222,2600.0,3e-06,1854970,0.02063107254,30.0
1223,2600.0,1e-05,1854970,0.02063107254,30.0
1224,2600.0,3e-05,1854970,0.02063107254,30.0
1225,2600.0,0.0001,1854970,0.02063107254,30.0
1226,2600.0,0.0003,1854970,0.02063107254,30.0
1227,2600.0,0.001,1854970,0.02063107254,30.0
1228,2600.0,0.003,1854970,0.02063107254,30.0
1229,2600.0,0.01,1854970,0.02063107254,30.0
1230,2600.0,0.03,1854970,0.02063107254,30.0
1231,2600.0,0.1,1854970,0.02063107254,30.0
1232,2600.0,0.3,1854970,0.02063107254,30.0
1233,2600.0,1.0,1854970,0.02063107254,30.0
1234,2600.0,3.0,1854970,0.02063107254,30.0
1235,2600.0,10.0,1183209,0.03234427083,30.0
1236,2600.0,30.0,394404,0.09703273048000001,30.0
1237,2600.0,100.0,118322,0.32344216158000005,30.0
1238,2600.0,300.0,76541,0.5,30.0
1239,2600.0,1000.0,76541,0.5,30.0
1240,2600.0,3000.0,76541,0.5,30.0
1241,2700.0,1e-06,10921760,0.0035040143299999997,30.0
1242,2700.0,3e-06,10921760,0.0035040143299999997,30.0
1243,2700.0,1e-05,10921760,0.0035040143299999997,30.0
1244,2700.0,3e-05,10921760,0.0035040143299999997,30.0
1245,2700.0,0.0001,10921760,0.0035040143299999997,30.0
1246,2700.0,0.0003,10921760,0.0035040143299999997,30.0
1247,2700.0,0.001,10921760,0.0035040143299999997,30.0
1248,2700.0,0.003,10921760,0.0035040143299999997,30.0
1249,2700.0,0.01,10921760,0.0035040143299999997,30.0
1250,2700.0,0.03,10921760,0.0035040143299999997,30.0
1251,2700.0,0.1,9888321,0.00387022265,30.0
1252,2700.0,0.3,6549067,0.005843581360000001,30.0
1253,2700.0,1.0,3944477,0.0097021759,30.0
1254,2700.0,3.0,2527897,0.015139072180000001,30.0
1255,2700.0,10.0,1495524,0.025589710090000002,30.0
1256,2700.0,30.0,533214,0.07177244366,30.0
1257,2700.0,100.0,159965,0.2392413293,30.0
1258,2700.0,300.0,76541,0.5,30.0
1259,2700.0,1000.0,76541,0.5,30.0
1260,2700.0,3000.0,76541,0.5,30.0
1261,2800.0,1e-06,1854970,0.02063107254,30.0
1262,2800.0,3e-06,1854970,0.02063107254,30.0
1263,2800.0,1e-05,1854970,0.02063107254,30.0
1264,2800.0,3e-05,1854970,0.02063107254,30.0
1265,2800.0,0.0001,1854970,0.02063107254,30.0
1266,2800.0,0.0003,1854970,0.02063107254,30.0
1267,2800.0,0.001,1854970,0.02063107254,30.0
1268,2800.0,0.003,1854970,0.02063107254,30.0
1269,2800.0,0.01,1854970,0.02063107254,30.0
1270,2800.0,0.03,1854970,0.02063107254,30.0
1271,2800.0,0.1,1854970,0.02063107254,30.0
1272,2800.0,0.3,1854970,0.02063107254,30.0
1273,2800.0,1.0,1854970,0.02063107254,30.0
1274,2800.0,3.0,1854970,0.02063107254,30.0
1275,2800.0,10.0,1183209,0.03234427083,30.0
1276,2800.0,30.0,394404,0.09703273048000001,30.0
1277,2800.0,100.0,118322,0.32344216158000005,30.0
1278,2800.0,300.0,76541,0.5,30.0
1279,2800.0,1000.0,76541,0.5,30.0
1280,2800.0,3000.0,76541,0.5,30.0
1281,2900.0,1e-06,10921760,0.0035040143299999997,30.0
1282,2900.0,3e-06,10921760,0.0035040143299999997,30.0
1283,2900.0,1e-05,10921760,0.0035040143299999997,30.0
1284,2900.0,3e-05,10921760,0.0035040143299999997,30.0
1285,2900.0,0.0001,10921760,0.0035040143299999997,30.0
1286,2900.0,0.0003,10921760,0.0035040143299999997,30.0
1287,2900.0,0.001,10921760,0.0035040143299999997,30.0
1288,2900.0,0.003,10921760,0.0035040143299999997,30.0
1289,2900.0,0.01,10921760,0.0035040143299999997,30.0
1290,2900.0,0.03,10921760,0.0035040143299999997,30.0
1291,2900.0,0.1,9888321,0.00387022265,30.0
1292,2900.0,0.3,6549067,0.005843581360000001,30.0
1293,2900.0,1.0,3944477,0.0097021759,30.0
1294,2900.0,3.0,2527897,0.015139072180000001,30.0
1295,2900.0,10.0,1495524,0.025589710090000002,30.0
1296,2900.0,30.0,533214,0.07177244366,30.0
1297,2900.0,100.0,159965,0.2392413293,30.0
1298,2900.0,300.0,76541,0.5,30.0
1299,2900.0,1000.0,76541,0.5,30.0
1300,2900.0,3000.0,76541,0.5,30.0
1301,3000.0,1e-06,1726883,0.02216132892,30.0
1302,3000.0,3e-06,1726883,0.02216132892,30.0
1303,3000.0,1e-05,1726883,0.02216132892,30.0
1304,3000.0,3e-05,1726883,0.02216132892,30.0
1305,3000.0,0.0001,1726883,0.02216132892,30.0
1306,3000.0,0.0003,1726883,0.02216132892,30.0
1307,3000.0,0.001,1726883,0.02216132892,30.0
1308,3000.0,0.003,1726883,0.02216132892,30.0
1309,3000.0,0.01,1726883,0.02216132892,30.0
1310,3000.0,0.03,1726883,0.02216132892,30.0
1311,3000.0,0.1,1726883,0.02216132892,30.0
1312,3000.0,0.3,1726883,0.02216132892,30.0
1313,3000.0,1.0,1726883,0.02216132892,30.0
1314,3000.0,3.0,1726883,0.02216132892,30.0
1315,3000.0,10.0,1307871,0.029261318019999996,30.0
1316,3000.0,30.0,435958,0.08778388694,30.0
1317,3000.0,100.0,130788,0.29261318021,30.0
1318,3000.0,300.0,76541,0.5,30.0
1319,3000.0,1000.0,76541,0.5,30.0
1320,3000.0,3000.0,76541,0.5,30.0
1321,3100.0,1e-06,10921760,0.0035040143299999997,30.0
1322,3100.0,3e-06,10921760,0.0035040143299999997,30.0
1323,3100.0,1e-05,10921760,0.0035040143299999997,30.0
1324,3100.0,3e-05,10921760,0.0035040143299999997,30.0
1325,3100.0,0.0001,10921760,0.0035040143299999997,30.0
1326,3100.0,0.0003,10921760,0.0035040143299999997,30.0
1327,3100.0,0.001,10921760,0.0035040143299999997,30.0
1328,3100.0,0.003,10921760,0.0035040143299999997,30.0
1329,3100.0,0.01,10921760,0.0035040143299999997,30.0
1330,3100.0,0.03,10921760,0.0035040143299999997,30.0
1331,3100.0,0.1,9888321,0.00387022265,30.0
1332,3100.0,0.3,6549067,0.005843581360000001,30.0
1333,3100.0,1.0,3944477,0.0097021759,30.0
1334,3100.0,3.0,2527897,0.015139072180000001,30.0
1335,3100.0,10.0,1495524,0.025589710090000002,30.0
1336,3100.0,30.0,533214,0.07177244366,30.0
1337,3100.0,100.0,159965,0.2392413293,30.0
1338,3100.0,300.0,76541,0.5,30.0
1339,3100.0,1000.0,76541,0.5,30.0
1340,3100.0,3000.0,76541,0.5,30.0
1341,3200.0,1e-06,10921760,0.0035040143299999997,30.0
1342,3200.0,3e-06,10921760,0.0035040143299999997,30.0
1343,3200.0,1e-05,10921760,0.0035040143299999997,30.0
1344,3200.0,3e-05,10921760,0.0035040143299999997,30.0
1345,3200.0,0.0001,10921760,0.0035040143299999997,30.0
1346,3200.0,0.0003,10921760,0.0035040143299999997,30.0
1347,3200.0,0.001,10921760,0.0035040143299999997,30.0
1348,3200.0,0.003,10921760,0.0035040143299999997,30.0
1349,3200.0,0.01,10921760,0.0035040143299999997,30.0
1350,3200.0,0.03,10921760,0.0035040143299999997,30.0
1351,3200.0,0.1,9888321,0.00387022265,30.0
1352,3200.0,0.3,6549067,0.005843581360000001,30.0
1353,3200.0,1.0,3944477,0.0097021759,30.0
1354,3200.0,3.0,2527897,0.015139072180000001,30.0
1355,3200.0,10.0,1495524,0.025589710090000002,30.0
1356,3200.0,30.0,533214,0.07177244366,30.0
1357,3200.0,100.0,159965,0.2392413293,30.0
1358,3200.0,300.0,76541,0.5,30.0
1359,3200.0,1000.0,76541,0.5,30.0
1360,3200.0,3000.0,76541,0.5,30.0
1361,3300.0,1e-06,10921760,0.0035040143299999997,30.0
1362,3300.0,3e-06,10921760,0.0035040143299999997,30.0
1363,3300.0,1e-05,10921760,0.0035040143299999997,30.0
1364,3300.0,3e-05,10921760,0.0035040143299999997,30.0
1365,3300.0,0.0001,10921760,0.0035040143299999997,30.0
1366,3300.0,0.0003,10921760,0.0035040143299999997,30.0
1367,3300.0,0.001,10921760,0.0035040143299999997,30.0
1368,3300.0,0.003,10921760,0.0035040143299999997,30.0
1369,3300.0,0.01,10921760,0.0035040143299999997,30.0
1370,3300.0,0.03,10921760,0.0035040143299999997,30.0
1371,3300.0,0.1,9888321,0.00387022265,30.0
1372,3300.0,0.3,6549067,0.005843581360000001,30.0
1373,3300.0,1.0,3944477,0.0097021759,30.0
1374,3300.0,3.0,2527897,0.015139072180000001,30.0
1375,3300.0,10.0,1495524,0.025589710090000002,30.0
1376,3300.0,30.0,533214,0.07177244366,30.0
1377,3300.0,100.0,159965,0.2392413293,30.0
1378,3300.0,300.0,76541,0.5,30.0
1379,3300.0,1000.0,76541,0.5,30.0
1380,3300.0,3000.0,76541,0.5,30.0
1381,3400.0,1e-06,10921760,0.0035040143299999997,30.0
1382,3400.0,3e-06,10921760,0.0035040143299999997,30.0
1383,3400.0,1e-05,10921760,0.0035040143299999997,30.0
1384,3400.0,3e-05,10921760,0.0035040143299999997,30.0
1385,3400.0,0.0001,10921760,0.0035040143299999997,30.0
1386,3400.0,0.0003,10921760,0.0035040143299999997,30.0
1387,3400.0,0.001,10921760,0.0035040143299999997,30.0
1388,3400.0,0.003,10921760,0.0035040143299999997,30.0
1389,3400.0,0.01,10921760,0.0035040143299999997,30.0
1390,3400.0,0.03,10921760,0.0035040143299999997,30.0
1391,3400.0,0.1,9888321,0.00387022265,30.0
1392,3400.0,0.3,6549067,0.005843581360000001,30.0
1393,3400.0,1.0,3944477,0.0097021759,30.0
1394,3400.0,3.0,2527897,0.015139072180000001,30.0
1395,3400.0,10.0,1495524,0.025589710090000002,30.0
1396,3400.0,30.0,533214,0.07177244366,30.0
1397,3400.0,100.0,159965,0.2392413293,30.0
1398,3400.0,300.0,76541,0.5,30.0
1399,3400.0,1000.0,76541,0.5,30.0
1400,3400.0,3000.0,76541,0.5,30.0
1401,3500.0,1e-06,1598783,0.02393697202,30.0
1402,3500.0,3e-06,1598783,0.02393697202,30.0
1403,3500.0,1e-05,1598783,0.02393697202,30.0
1404,3500.0,3e-05,1598783,0.02393697202,30.0
1405,3500.0,0.0001,1598783,0.02393697202,30.0
1406,3500.0,0.0003,1598783,0.02393697202,30.0
1407,3500.0,0.001,1598783,0.02393697202,30.0
1408,3500.0,0.003,1598783,0.02393697202,30.0
1409,3500.0,0.01,1598783,0.02393697202,30.0
1410,3500.0,0.03,1598783,0.02393697202,30.0
1411,3500.0,0.1,1598783,0.02393697202,30.0
1412,3500.0,0.3,1598783,0.02393697202,30.0
1413,3500.0,1.0,1598783,0.02393697202,30.0
1414,3500.0,3.0,1598783,0.02393697202,30.0
1415,3500.0,10.0,1456893,0.026268247749999998,30.0
1416,3500.0,30.0,485632,0.07880468916,30.0
1417,3500.0,100.0,145690,0.2626828381,30.0
1418,3500.0,300.0,76541,0.5,30.0
1419,3500.0,1000.0,76541,0.5,30.0
1420,3500.0,3000.0,76541,0.5,30.0
1421,3750.0,1e-06,1598783,0.02393697202,30.0
1422,3750.0,3e-06,1598783,0.02393697202,30.0
1423,3750.0,1e-05,1598783,0.02393697202,30.0
1424,3750.0,3e-05,1598783,0.02393697202,30.0
1425,3750.0,0.0001,1598783,0.02393697202,30.0
1426,3750.0,0.0003,1598783,0.02393697202,30.0
1427,3750.0,0.001,1598783,0.02393697202,30.0
1428,3750.0,0.003,1598783,0.02393697202,30.0
1429,3750.0,0.01,1598783,0.02393697202,30.0
1430,3750.0,0.03,1598783,0.02393697202,30.0
1431,3750.0,0.1,1598783,0.02393697202,30.0
1432,3750.0,0.3,1598783,0.02393697202,30.0
1433,3750.0,1.0,1598783,0.02393697202,30.0
1434,3750.0,3.0,1598783,0.02393697202,30.0
1435,3750.0,10.0,1456893,0.026268247749999998,30.0
1436,3750.0,30.0,485632,0.07880468916,30.0
1437,3750.0,100.0,145690,0.2626828381,30.0
1438,3750.0,300.0,76541,0.5,30.0
1439,3750.0,1000.0,76541,0.5,30.0
1440,3750.0,3000.0,76541,0.5,30.0
1441,4000.0,1e-06,1495524,0.025589710090000002,30.0
1442,4000.0,3e-06,1495524,0.025589710090000002,30.0
1443,4000.0,1e-05,1495524,0.025589710090000002,30.0
1444,4000.0,3e-05,1495524,0.025589710090000002,30.0
1445,4000.0,0.0001,1495524,0.025589710090000002,30.0
1446,4000.0,0.0003,1495524,0.025589710090000002,30.0
1447,4000.0,0.001,1495524,0.025589710090000002,30.0
1448,4000.0,0.003,1495524,0.025589710090000002,30.0
1449,4000.0,0.01,1495524,0.025589710090000002,30.0
1450,4000.0,0.03,1495524,0.025589710090000002,30.0
1451,4000.0,0.1,1495524,0.025589710090000002,30.0
1452,4000.0,0.3,1495524,0.025589710090000002,30.0
1453,4000.0,1.0,1495524,0.025589710090000002,30.0
1454,4000.0,3.0,1495524,0.025589710090000002,30.0
1455,4000.0,10.0,1495524,0.025589710090000002,30.0
1456,4000.0,30.0,533214,0.07177244366,30.0
1457,4000.0,100.0,159965,0.2392413293,30.0
1458,4000.0,300.0,76541,0.5,30.0
1459,4000.0,1000.0,76541,0.5,30.0
1460,4000.0,3000.0,76541,0.5,30.0
